id,platform,title,description,category,skills,instructor,rating,num_reviews,price,level,language,duration,url,image_url,scraped_at
coursera_114,Coursera,Deep Learning with PyTorch,"Skills you'll gain: PyTorch (Machine Learning Library), Deep Learning, Convolutional Neural Networks, Artificial Neural Networks, Artificial Intelligence and Machine Learning (AI/ML), Machine Learning Methods, Applied Machine Learning, Supervised Learning, Logistic Regression, Classification Algorithms, Model Evaluation",Deep Learning,"deep, learning",IBM,,80000.0,Free,Intermediate,English,,https://www.coursera.org/learn/advanced-deep-learning-with-pytorch,,2026-01-29T14:47:55.031569
coursera_115,Coursera,"Deep Learning with Python: CNN, ANN & RNN","Skills you'll gain: Model Evaluation, Convolutional Neural Networks, Data Preprocessing, Keras (Neural Network Library), Image Analysis, Deep Learning, Tensorflow, Computer Vision, Artificial Neural Networks, Recurrent Neural Networks (RNNs), Data Manipulation, Data Transformation, Financial Forecasting, Data Visualization, Time Series Analysis and Forecasting, Exploratory Data Analysis, Python Programming, Customer Analysis, Applied Machine Learning, Cloud Computing",Deep Learning,"deep, learning",EDUCBA,,46000.0,Free,Beginner,English,,https://www.coursera.org/specializations/deep-learning-python-cnn-ann-rnn,,2026-01-29T14:47:55.236549
coursera_116,Coursera,PyTorch for Deep Learning,"Skills you'll gain: PyTorch (Machine Learning Library), Model Deployment, Convolutional Neural Networks, Transfer Learning, Generative AI, Deep Learning, Image Analysis, MLOps (Machine Learning Operations), Data Pipelines, Embeddings, Artificial Neural Networks, Model Evaluation, Data Preprocessing, Software Visualization, Computer Vision, Natural Language Processing, Machine Learning",Deep Learning,"deep, learning",DeepLearning.AI,,68000.0,Free,Intermediate,English,,https://www.coursera.org/professional-certificates/pytorch-for-deep-learning,,2026-01-29T14:47:55.425760
coursera_117,Coursera,Learning Deep Learning,"Skills you'll gain: Large Language Modeling, Deep Learning, Prompt Engineering, Image Analysis, Model Deployment, Recurrent Neural Networks (RNNs), PyTorch (Machine Learning Library), Convolutional Neural Networks, Tensorflow, Vision Transformer (ViT), LLM Application, Transfer Learning, Computer Vision, Responsible AI, Natural Language Processing, Embeddings, Keras (Neural Network Library), Generative AI, Artificial Neural Networks, Multimodal Prompts",Deep Learning,"deep, learning",Pearson,,,Free,Intermediate,English,,https://www.coursera.org/specializations/pearson-learning-deep-learning-from-perception-to-large-language-models,,2026-01-29T14:47:55.621026
coursera_118,Coursera,TensorFlow 2 for Deep Learning,"Skills you'll gain: Tensorflow, Recurrent Neural Networks (RNNs), Autoencoders, Generative Model Architectures, Data Pipelines, Keras (Neural Network Library), Model Evaluation, Deep Learning, Image Analysis, Transfer Learning, Convolutional Neural Networks, Applied Machine Learning, Bayesian Statistics, Supervised Learning, Natural Language Processing, Computer Vision, Model Deployment, Artificial Neural Networks, Data Preprocessing, Probability Distribution",Deep Learning,"deep, learning",Imperial College London,,720000.0,Free,Intermediate,English,,https://www.coursera.org/specializations/tensorflow2-deeplearning,,2026-01-29T14:47:55.812592
coursera_119,Coursera,Deep Learning,"Skills you'll gain: Recurrent Neural Networks (RNNs), Deep Learning, Generative AI, Convolutional Neural Networks, Transfer Learning, Image Analysis, Artificial Neural Networks, Keras (Neural Network Library), Generative Adversarial Networks (GANs), Artificial Intelligence and Machine Learning (AI/ML), PyTorch (Machine Learning Library), Network Architecture, Computer Vision, Natural Language Processing, Model Deployment, Model Evaluation",Deep Learning,"deep, learning",Illinois Tech,,33000.0,Free,Beginner,English,,https://www.coursera.org/learn/illinois-tech-deep-learning,,2026-01-29T14:47:56.006952
coursera_120,Coursera,Deep Learning for Computer Vision,"Skills you'll gain: Model Evaluation, Computer Vision, Model Deployment, Anomaly Detection, Convolutional Neural Networks, Image Analysis, Transfer Learning, Matlab, Deep Learning, Artificial Neural Networks, Applied Machine Learning, PyTorch (Machine Learning Library), Data Preprocessing, Classification Algorithms, Data Visualization, Data Synthesis, Performance Tuning, Data Analysis",Deep Learning,"deep, learning",MathWorks,,35000.0,Free,Beginner,English,,https://www.coursera.org/specializations/deep-learning-computer-vision,,2026-01-29T14:47:56.205167
coursera_121,Coursera,IBM AI Engineering,"Skills you'll gain: Prompt Engineering, Apache Spark, Large Language Modeling, Transfer Learning, PyTorch (Machine Learning Library), Model Evaluation, Computer Vision, Retrieval-Augmented Generation, Unsupervised Learning, Generative Model Architectures, Generative AI, PySpark, Vision Transformer (ViT), Keras (Neural Network Library), LLM Application, Supervised Learning, Vector Databases, Machine Learning, Python Programming, Data Science",Deep Learning,"deep, learning",IBM,,22000.0,Free,Intermediate,English,,https://www.coursera.org/professional-certificates/ai-engineer,,2026-01-29T14:47:56.393983
coursera_122,Coursera,IBM Machine Learning,"Skills you'll gain: Exploratory Data Analysis, Autoencoders, Feature Engineering, Unsupervised Learning, Supervised Learning, Classification Algorithms, Regression Analysis, Dimensionality Reduction, Time Series Analysis and Forecasting, Recurrent Neural Networks (RNNs), Convolutional Neural Networks, Reinforcement Learning, Generative Adversarial Networks (GANs), Deep Learning, Data Analysis, Statistical Methods, Data Preprocessing, Machine Learning, Data Science, Python Programming",Deep Learning,"deep, learning",IBM,,3600.0,Free,Intermediate,English,,https://www.coursera.org/professional-certificates/ibm-machine-learning,,2026-01-29T14:47:56.590921
coursera_123,Coursera,Deep Learning and Reinforcement Learning,"Skills you'll gain: Autoencoders, Recurrent Neural Networks (RNNs), Convolutional Neural Networks, Reinforcement Learning, Generative Adversarial Networks (GANs), Deep Learning, Unsupervised Learning, Machine Learning Methods, Transfer Learning, Artificial Neural Networks, Keras (Neural Network Library), Machine Learning, Artificial Intelligence, Computer Vision, Dimensionality Reduction, Model Evaluation",Deep Learning,"deep, learning",IBM,,288000.0,Free,Intermediate,English,,https://www.coursera.org/learn/deep-learning-reinforcement-learning,,2026-01-29T14:47:56.786757
coursera_124,Coursera,Mathematics for Machine Learning and Data Science,"Skills you'll gain: Descriptive Statistics, Bayesian Statistics, Statistical Hypothesis Testing, Probability & Statistics, Sampling (Statistics), Probability Distribution, Linear Algebra, Statistical Inference, A/B Testing, Statistical Analysis, Applied Mathematics, NumPy, Probability, Calculus, Dimensionality Reduction, Numerical Analysis, Machine Learning Algorithms, Data Preprocessing, Machine Learning, Machine Learning Methods",Deep Learning,"deep, learning",DeepLearning.AI,,3100.0,Free,Intermediate,English,,https://www.coursera.org/specializations/mathematics-for-machine-learning-and-data-science,,2026-01-29T14:47:56.980382
coursera_125,Coursera,Introduction to Deep Learning,"Skills you'll gain: Recurrent Neural Networks (RNNs), Artificial Intelligence and Machine Learning (AI/ML), Vision Transformer (ViT), PyTorch (Machine Learning Library), Keras (Neural Network Library), Large Language Modeling, Natural Language Processing, Embeddings, Network Model, Network Architecture",Deep Learning,"deep, learning",University of Colorado Boulder,,,Free,Beginner,English,,https://www.coursera.org/learn/introduction-to-deep-learning-boulder,,2026-01-29T14:47:57.170637
coursera_126,Coursera,Deep Learning with PyTorch : Image Segmentation,"Skills you'll gain: PyTorch (Machine Learning Library), Model Evaluation, Convolutional Neural Networks, Transfer Learning, Image Analysis, Deep Learning, Python Programming",Deep Learning,"deep, learning",Coursera,,227000.0,Subscription,Intermediate,English,,https://www.coursera.org/projects/deep-learning-with-pytorch-image-segmentation,,2026-01-29T14:47:57.371216
coursera_127,Coursera,AI For Everyone,"Skills you'll gain: AI Product Strategy, Responsible AI, Data Ethics, AI Enablement, Artificial Intelligence, Machine Learning, Data Science, Deep Learning, Artificial Neural Networks",Deep Learning,"deep, learning",DeepLearning.AI,,52000.0,Subscription,Beginner,English,,https://www.coursera.org/learn/ai-for-everyone,,2026-01-29T14:47:57.566970
coursera_128,Coursera,Deep Learning with PyTorch : Generative Adversarial Network,"Skills you'll gain: Generative Adversarial Networks (GANs), PyTorch (Machine Learning Library), Deep Learning, Convolutional Neural Networks, Image Analysis, Python Programming",Deep Learning,"deep, learning",Coursera,,99000.0,Subscription,Intermediate,English,,https://www.coursera.org/projects/deep-learning-with-pytorch-generative-adversarial-network,,2026-01-29T14:47:57.750361
coursera_129,Coursera,Convolutional Neural Networks,"Skills you'll gain: Convolutional Neural Networks, Computer Vision, Image Analysis, Transfer Learning, Deep Learning, Artificial Neural Networks, Keras (Neural Network Library), Tensorflow, PyTorch (Machine Learning Library), Data Preprocessing",Deep Learning,"deep, learning",DeepLearning.AI,,43000.0,Free,Intermediate,English,,https://www.coursera.org/learn/convolutional-neural-networks,,2026-01-29T14:47:57.946053
coursera_130,Coursera,Machine Learning in Production,"Skills you'll gain: Model Deployment, MLOps (Machine Learning Operations), Cloud Deployment, Continuous Deployment, Model Evaluation, Data Preprocessing, Machine Learning, Applied Machine Learning, Data Validation, Feature Engineering, Data Quality, Debugging, Continuous Monitoring, Data Pipelines",Deep Learning,"deep, learning",DeepLearning.AI,,3300.0,Subscription,Intermediate,English,,https://www.coursera.org/learn/introduction-to-machine-learning-in-production,,2026-01-29T14:47:58.138996
coursera_131,Coursera,Machine Learning with Python,"Skills you'll gain: Unsupervised Learning, Supervised Learning, Model Evaluation, Regression Analysis, Scikit Learn (Machine Learning Library), Applied Machine Learning, Predictive Modeling, Machine Learning, Dimensionality Reduction, Decision Tree Learning, Python Programming, Logistic Regression, Classification Algorithms, Feature Engineering",Deep Learning,"deep, learning",IBM,,18000.0,Free,Intermediate,English,,https://www.coursera.org/learn/machine-learning-with-python,,2026-01-29T14:47:58.335287
coursera_132,Coursera,Deep Learning with TensorFlow,"Skills you'll gain: Recurrent Neural Networks (RNNs), Transfer Learning, Tensorflow, Artificial Neural Networks, Embeddings, Keras (Neural Network Library), Deep Learning, Time Series Analysis and Forecasting, Image Analysis, Classification Algorithms, Convolutional Neural Networks, Natural Language Processing, Computer Vision, Forecasting, Supervised Learning, Machine Learning Algorithms, Machine Learning, Predictive Analytics, Model Evaluation, Predictive Modeling",Deep Learning,"deep, learning",Packt,,,Free,Intermediate,English,,https://www.coursera.org/specializations/packt-deep-learning-with-tensorflow,,2026-01-29T14:47:58.536076
coursera_133,Coursera,"Python for Data Science, AI & Development","Skills you'll gain: Data Import/Export, Programming Principles, Web Scraping, File I/O, Python Programming, Jupyter, Data Structures, Pandas (Python Package), Data Manipulation, JSON, Computer Programming, Restful API, NumPy, Object Oriented Programming (OOP), Application Programming Interface (API), Automation, Data Analysis",Python,python,IBM,,43000.0,Free,Beginner,English,,https://www.coursera.org/learn/python-for-applied-data-science-ai,,2026-01-29T14:48:18.612233
coursera_134,Coursera,Python for Everybody,"Skills you'll gain: Database Design, Data Processing, Web Scraping, Data Visualization, Relational Databases, Restful API, Web Services, SQL, Databases, Data Visualization Software, JSON, Interactive Data Visualization, Extensible Markup Language (XML), Data Structures, Programming Principles, Data Cleansing, Network Protocols, Data Analysis, Python Programming, Computer Programming",Python,python,University of Michigan,,280000.0,Free,Beginner,English,,https://www.coursera.org/specializations/python,,2026-01-29T14:48:18.828433
coursera_135,Coursera,Introduction to Data Analysis Using Python,"Skills you'll gain: Object Oriented Programming (OOP), Data Structures, Data Cleansing, Python Programming, Data Analysis, NumPy, Pandas (Python Package), Data Manipulation, Analytical Skills, Scripting, Algorithms, Debugging",Python,python,Google,,,Free,Beginner,English,,https://www.coursera.org/learn/introduction-to-data-analysis-using-python,,2026-01-29T14:48:19.060470
coursera_136,Coursera,Crash Course on Python,"Skills you'll gain: Program Development, Programming Principles, Python Programming, Computer Programming, Computational Thinking, Problem Management, Data Structures, Integrated Development Environments, Debugging, Development Environment",Python,python,Google,,40000.0,Free,Beginner,English,,https://www.coursera.org/learn/python-crash-course,,2026-01-29T14:48:19.254007
coursera_137,Coursera,Machine Learning with Python,"Skills you'll gain: Unsupervised Learning, Supervised Learning, Model Evaluation, Regression Analysis, Scikit Learn (Machine Learning Library), Applied Machine Learning, Predictive Modeling, Machine Learning, Dimensionality Reduction, Decision Tree Learning, Python Programming, Logistic Regression, Classification Algorithms, Feature Engineering",Python,python,IBM,,18000.0,Free,Intermediate,English,,https://www.coursera.org/learn/machine-learning-with-python,,2026-01-29T14:48:19.449283
coursera_138,Coursera,Programming for Everybody (Getting Started with Python),"Skills you'll gain: Programming Principles, Computer Programming, Python Programming, Computational Thinking, Software Installation, Development Environment",Python,python,University of Michigan,,233000.0,Free,Beginner,English,,https://www.coursera.org/learn/python,,2026-01-29T14:48:19.647607
coursera_139,Coursera,Data Analysis with Python,"Skills you'll gain: Exploratory Data Analysis, Model Evaluation, Data Transformation, Data Analysis, Data Cleansing, Data Manipulation, Data Import/Export, Predictive Modeling, Data Preprocessing, Regression Analysis, Data Science, Statistical Analysis, Pandas (Python Package), Scikit Learn (Machine Learning Library), Data-Driven Decision-Making, Matplotlib, Data Visualization, NumPy, Python Programming",Python,python,IBM,,20000.0,Free,Intermediate,English,,https://www.coursera.org/learn/data-analysis-with-python,,2026-01-29T14:48:19.846515
coursera_140,Coursera,Microsoft Python Development,"Skills you'll gain: Web Scraping, Data Structures, Git (Version Control System), Generative AI, Version Control, Matplotlib, Devops Tools, Plotly, DevOps, Agile Methodology, Web Development, Data Ethics, Flask (Web Framework), Data Visualization, Scripting, GitHub, Debugging, Data Analysis, Automation, Cloud Computing",Python,python,Microsoft,,610000.0,Free,Beginner,English,,https://www.coursera.org/professional-certificates/microsoft-python-developer,,2026-01-29T14:48:20.049000
coursera_141,Coursera,Databases and SQL for Data Science with Python,"Skills you'll gain: SQL, Relational Databases, Stored Procedure, Databases, Query Languages, Jupyter, Data Manipulation, Data Analysis, Pandas (Python Package), Transaction Processing, Python Programming",Python,python,IBM,,23000.0,Free,Beginner,English,,https://www.coursera.org/learn/sql-data-science,,2026-01-29T14:48:20.250876
coursera_142,Coursera,"Python Basics: Learn, Apply & Build Programs","Skills you'll gain: Software Installation, Data Validation, Python Programming, Program Development, Computational Thinking, Development Environment, Data Processing, Computer Programming, System Configuration, Algorithms, Debugging",Python,python,EDUCBA,,33000.0,Free,Beginner,English,,https://www.coursera.org/learn/python-basics-learn-apply-build-programs,,2026-01-29T14:48:20.468160
coursera_143,Coursera,Learn Python,"Skills you'll gain: Object Oriented Programming (OOP), File I/O, Data Structures, Python Programming, Programming Principles, User Interface (UI), Computer Programming, Scripting, Software Engineering, Performance Tuning, Scripting Languages, Web Development, Computational Thinking, Debugging, Random Forest Algorithm, Software Development, Web Development Tools",Python,python,Scrimba,,54000.0,Free,Beginner,English,,https://www.coursera.org/specializations/learn-python,,2026-01-29T14:48:20.666098
coursera_144,Coursera,Python 3 Programming,"Skills you'll gain: Unified Modeling Language, JSON, Object Oriented Programming (OOP), File I/O, Software Design, Debugging, Object Oriented Design, Data Processing, Web Scraping, Unit Testing, Programming Principles, Program Development, Python Programming, Data Import/Export, Restful API, Image Analysis, Data Manipulation, Jupyter, Computer Programming, Data Structures",Python,python,University of Michigan,,23000.0,Free,Beginner,English,,https://www.coursera.org/specializations/python-3-programming,,2026-01-29T14:48:20.874242
coursera_145,Coursera,Python Basics,"Skills you'll gain: Debugging, Programming Principles, Program Development, Python Programming, Data Structures, Computer Programming, Computer Graphics, Diagram Design",Python,python,University of Michigan,,18000.0,Free,Beginner,English,,https://www.coursera.org/learn/python-basics,,2026-01-29T14:48:21.076796
coursera_146,Coursera,Programming in Python,"Skills you'll gain: Object Oriented Programming (OOP), Unit Testing, Test Driven Development (TDD), Programming Principles, Software Testing, Data Structures, Python Programming, Computer Programming, Development Environment, Debugging, Integrated Development Environments, Django (Web Framework), Cloud Hosting",Python,python,Meta,,1800.0,Free,Beginner,English,,https://www.coursera.org/learn/programming-in-python,,2026-01-29T14:48:21.283559
coursera_147,Coursera,Create Your First Python Program From UST,"Skills you'll gain: Bash (Scripting Language), Python Programming, Unix Shell, Command-Line Interface, Programming Principles, Computer Programming, Scripting, Scripting Languages, Development Environment, Data Structures",Python,python,Coursera,,3100.0,Subscription,Beginner,English,,https://www.coursera.org/projects/first-python-program-ust,,2026-01-29T14:48:21.484635
coursera_148,Coursera,Python Developer: From Basics to Case Studies,"Skills you'll gain: Cryptography, Object Oriented Programming (OOP), File I/O, Encryption, Data Structures, Software Development, Data Visualization, Model Evaluation, Automation, Machine Learning Algorithms, Classification Algorithms, Data Preprocessing, Public Key Cryptography Standards (PKCS), Databases, Python Programming, Natural Language Processing, Algorithms, Key Management, Software Installation, Data Validation",Python,python,EDUCBA,,96000.0,Free,Beginner,English,,https://www.coursera.org/specializations/python-developer-basics-to-case-studies,,2026-01-29T14:48:21.687527
coursera_149,Coursera,AI Agents and Agentic AI in Python: Powered by Generative AI,"Skills you'll gain: Prompt Engineering, ChatGPT, Generative AI Agents, AI Orchestration, Prompt Patterns, LangChain, OpenAI API, AI Workflows, LLM Application, Productivity, OpenAI, AI Enablement, Agentic systems, Generative AI, Artificial Intelligence, Large Language Modeling, AI Security, Tool Calling, Creativity, Application Development",Python,python,Vanderbilt University,,8000.0,Free,Beginner,English,,https://www.coursera.org/specializations/ai-agents-python,,2026-01-29T14:48:21.887879
coursera_150,Coursera,Python for Cybersecurity,"Skills you'll gain: MITRE ATT&CK Framework, Cyber Threat Hunting, Threat Detection, Endpoint Detection and Response, Cybersecurity, Network Security, Cyber Security Strategy, System Monitoring, Cyber Operations, Threat Management, Continuous Monitoring, Cyber Threat Intelligence, Exploitation techniques, Data Persistence, Scripting, Network Monitoring, Persistence, Python Programming, Data Access, Computer Programming",Python,python,Infosec,,544000.0,Free,Intermediate,English,,https://www.coursera.org/specializations/pythonforcybersecurity,,2026-01-29T14:48:22.095147
coursera_151,Coursera,Introduction to Python Programming,"Skills you'll gain: File I/O, Data Structures, Programming Principles, Computer Programming Tools, Python Programming, Computer Programming, Computational Thinking, Development Environment, Integrated Development Environments, Jupyter",Python,python,University of Pennsylvania,,1200.0,Free,Beginner,English,,https://www.coursera.org/learn/python-programming-intro,,2026-01-29T14:48:22.304514
coursera_152,Coursera,Google IT Automation with Python,"Skills you'll gain: Git (Version Control System), GitHub, Version Control, Infrastructure as Code (IaC), Debugging, Bash (Scripting Language), Test Automation, Puppet (Configuration Management Tool), Infrastructure As A Service (IaaS), Cloud Services, Technical Communication, Web Services, Email Automation, Automation, Python Programming, Interviewing Skills, Applicant Tracking Systems, Configuration Management, Program Development, Programming Principles",Python,python,Google,,53000.0,Free,Advanced,English,,https://www.coursera.org/professional-certificates/google-it-automation,,2026-01-29T14:48:22.511420
coursera_153,Coursera,Python Programming Fundamentals,"Skills you'll gain: Version Control, GitHub, Debugging, Git (Version Control System), Unit Testing, Data Structures, Data Manipulation, Python Programming, Software Testing, Scripting, Computer Programming, Web Development, Algorithms, Integrated Development Environments, Object Oriented Programming (OOP), Jupyter",Python,python,Microsoft,,498000.0,Free,Beginner,English,,https://www.coursera.org/learn/microsoft-python-programming-fundamentals,,2026-01-29T14:48:22.723841
coursera_154,Coursera,Google Data Analysis with Python,"Skills you'll gain: Pandas (Python Package), NumPy, Data Manipulation, Data Preprocessing, Package and Software Management, Data Analysis, Data Transformation, Data Integration, JSON, Object Oriented Programming (OOP), Data Wrangling, Data Science, Python Programming, Computer Programming, Programming Principles, Data Import/Export, Software Design, Mathematical Software, Computational Logic, Data Structures",Python,python,Google,,87000.0,Free,Beginner,English,,https://www.coursera.org/specializations/google-data-analysis-with-python,,2026-01-29T14:48:22.914409
coursera_155,Coursera,Introduction to Scripting in Python,"Skills you'll gain: Data Visualization Software, File I/O, Data Visualization, Plot (Graphics), Package and Software Management, Python Programming, Data Cleansing, Programming Principles, Data Manipulation, Development Environment, Data Structures, Scripting, Data Storage, Data Import/Export, Data Processing, Data Analysis, Program Development, Data Integration, Scripting Languages, Computer Programming",Python,python,Rice University,,4300.0,Free,Beginner,English,,https://www.coursera.org/specializations/introduction-scripting-in-python,,2026-01-29T14:48:23.124764
coursera_156,Coursera,Python Data Structures,"Skills you'll gain: Data Structures, Data Processing, Data Analysis, Python Programming, Data Manipulation, Software Installation, Development Environment",Python,python,University of Michigan,,97000.0,Free,Beginner,English,,https://www.coursera.org/learn/python-data,,2026-01-29T14:48:23.391189
coursera_157,Coursera,Introduction to Python,"Skills you'll gain: Data Science, Web Applications, Python Programming, Programming Principles, Artificial Intelligence, Computer Programming, Scientific Visualization, Game Design",Python,python,Coursera,,2200.0,Subscription,Beginner,English,,https://www.coursera.org/projects/introduction-to-python,,2026-01-29T14:48:23.595092
coursera_158,Coursera,Automate Cybersecurity Tasks with Python,"Skills you'll gain: Debugging, Python Programming, Cybersecurity, Scripting, Programming Principles, IT Automation, Algorithms, Automation, Computer Programming, File Management, Data Structures",Python,python,Google,,3500.0,Free,Beginner,English,,https://www.coursera.org/learn/automate-cybersecurity-tasks-with-python,,2026-01-29T14:48:23.814423
coursera_159,Coursera,Data Structures and Algorithms,"Skills you'll gain: Data Structures, Graph Theory, Algorithms, Program Development, Bioinformatics, Data Storage, Development Testing, Theoretical Computer Science, Computational Thinking, Network Analysis, Test Case, Programming Principles, Computer Programming, Python Programming, C and C++, Java, Rust (Programming Language), Javascript, Software Testing, Debugging",Python,python,University of California San Diego,,17000.0,Free,Intermediate,English,,https://www.coursera.org/specializations/data-structures-algorithms,,2026-01-29T14:48:24.021453
coursera_160,Coursera,Certified Entry-Level Python Programmer (PCEP),"Skills you'll gain: Data Structures, Data Processing, Virtual Machines, Verification And Validation, Program Development, Data Preprocessing, Python Programming, Debugging, Maintainability, Programming Principles, Application Development, Scripting, Scripting Languages, Computer Programming, Software Installation, Development Environment, Software Development, Computer Programming Tools, Computational Logic, Cross Platform Development",Python,python,Logical Operations,,,Free,Beginner,English,,https://www.coursera.org/specializations/certified-entry-level-python-programmer-pcep,,2026-01-29T14:48:24.221052
coursera_161,Coursera,Python from Scratch: Learn by Coding,"Skills you'll gain: Integrated Development Environments, File I/O, Software Development Tools, Python Programming, Development Environment, Data Structures, Computer Programming, Programming Principles, Scripting, Maintainability, Code Review, Data Processing, NumPy, Computational Thinking, Software Installation, Numerical Analysis",Python,python,JetBrains,,,Subscription,Beginner,English,,https://www.coursera.org/learn/jb-python-from-scratch,,2026-01-29T14:48:24.430877
coursera_162,Coursera,Developing AI Applications with Python and Flask,"Skills you'll gain: Restful API, Flask (Web Framework), Application Deployment, Web Applications, Python Programming, AI Enablement, Server Side, Artificial Intelligence, Code Review, Integrated Development Environments, Programming Principles, Unit Testing, Natural Language Processing",Python,python,IBM,,1300.0,Free,Intermediate,English,,https://www.coursera.org/learn/python-project-for-ai-application-development,,2026-01-29T14:48:24.641796
coursera_163,Coursera,Python Fundamentals,"Skills you'll gain: Matplotlib, Financial Data, Exploratory Data Analysis, Pandas (Python Package), Financial Analysis, Data Visualization Software, Statistical Analysis, Data Manipulation, NumPy, Seaborn, Data Analysis, Data Science, Data Transformation, Python Programming, Data Cleansing, Computer Programming",Python,python,Corporate Finance Institute,,13000.0,Free,Advanced,English,,https://www.coursera.org/learn/python-fundamentals,,2026-01-29T14:48:24.844544
coursera_164,Coursera,Certified Associate in Python Programming (PCAP),"Skills you'll gain: Object Oriented Programming (OOP), File I/O, Python Programming, Operating Systems, Package and Software Management, Data Import/Export, Computer Programming, Development Environment, Object Oriented Design, Scripting, File Management, Scripting Languages, Programming Principles, Data Processing, Debugging, Program Development, Cross Platform Development, Computer Programming Tools, Software Development, Data Structures",Python,python,Logical Operations,,,Free,Intermediate,English,,https://www.coursera.org/specializations/certified-associate-python-programming-pcap,,2026-01-29T14:48:25.040944
coursera_165,Coursera,IBM Data Science,"Skills you'll gain: Exploratory Data Analysis, Dashboard, Data Visualization Software, Data Visualization, Model Evaluation, SQL, Unsupervised Learning, Interactive Data Visualization, Data Transformation, Supervised Learning, Jupyter, Data Analysis, Data Cleansing, Data Manipulation, Data Literacy, Plotly, Data Mining, Generative AI, Professional Networking, Data Import/Export",Python,python,IBM,,149000.0,Free,Beginner,English,,https://www.coursera.org/professional-certificates/ibm-data-science,,2026-01-29T14:48:25.240791
coursera_166,Coursera,"Hello, Python!","Skills you'll gain: Package and Software Management, Data Science, Computer Programming, Mathematical Software",Python,python,Google,,61000.0,Free,Beginner,English,,https://www.coursera.org/learn/google-hello-python,,2026-01-29T14:48:25.438141
coursera_167,Coursera,Python 101: Develop Your First Python Program,"Skills you'll gain: Game Design, Python Programming, Programming Principles, Computer Programming, Scripting, Data Validation, Data Analysis",Python,python,Coursera,,282000.0,Subscription,Beginner,English,,https://www.coursera.org/projects/python101-develop-your-first-python-code,,2026-01-29T14:48:25.638700
coursera_168,Coursera,Applied Data Science with Python,"Skills you'll gain: Matplotlib, Network Analysis, Social Network Analysis, Feature Engineering, Data Visualization, Pandas (Python Package), Data Visualization Software, Interactive Data Visualization, Model Evaluation, Scientific Visualization, Applied Machine Learning, Supervised Learning, Text Mining, Visualization (Computer Graphics), Data Manipulation, NumPy, Graph Theory, Data Preprocessing, Natural Language Processing, Python Programming",Python,python,University of Michigan,,34000.0,Free,Intermediate,English,,https://www.coursera.org/specializations/data-science-python,,2026-01-29T14:48:25.851156
coursera_169,Coursera,"Introduction to HTML, CSS, & JavaScript","Skills you'll gain: Responsive Web Design, Cascading Style Sheets (CSS), Web Development, Javascript, Bootstrap (Front-End Framework), Scripting, Browser Compatibility, Application Programming Interface (API), Back-End Web Development",Web Development,"web, development",IBM,,789000.0,Free,Beginner,English,,https://www.coursera.org/learn/introduction-html-css-javascript,,2026-01-29T14:48:45.705289
coursera_170,Coursera,Meta Full Stack Developer: Front-End & Back-End from Scratch,"Skills you'll gain: Jest (JavaScript Testing Framework), Django (Web Framework), Version Control, Restful API, Responsive Web Design, Cascading Style Sheets (CSS), Unix Commands, HTML and CSS, Git (Version Control System), API Testing, GitHub, Relational Databases, Object Oriented Programming (OOP), Database Management Systems, Bootstrap (Front-End Framework), React.js, Mobile Development, SQL, Database Design, Python Programming",Web Development,"web, development",Meta,,25000.0,Free,Beginner,English,,https://www.coursera.org/specializations/meta-full-stack-developer,,2026-01-29T14:48:45.926466
coursera_171,Coursera,Introduction to Front-End Development,"Skills you'll gain: HTML and CSS, Bootstrap (Front-End Framework), Responsive Web Design, Front-End Web Development, User Interface (UI), JavaScript Frameworks, Web Design and Development, Web Applications, Web Development Tools, React.js, General Networking",Web Development,"web, development",Meta,,14000.0,Free,Beginner,English,,https://www.coursera.org/learn/introduction-to-front-end-development,,2026-01-29T14:48:46.136948
coursera_172,Coursera,"Python for Data Science, AI & Development","Skills you'll gain: Data Import/Export, Programming Principles, Web Scraping, File I/O, Python Programming, Jupyter, Data Structures, Pandas (Python Package), Data Manipulation, JSON, Computer Programming, Restful API, NumPy, Object Oriented Programming (OOP), Application Programming Interface (API), Automation, Data Analysis",Web Development,"web, development",IBM,,43000.0,Free,Beginner,English,,https://www.coursera.org/learn/python-for-applied-data-science-ai,,2026-01-29T14:48:46.338441
coursera_173,Coursera,Meta Front-End Developer,"Skills you'll gain: User Research, Cascading Style Sheets (CSS), User Experience Design, User Experience, Design Research, Linux Commands, Usability, Debugging, User Interface (UI), Software Versioning, Software Visualization, Web Content Accessibility Guidelines, Pseudocode, JavaScript Frameworks, User Interface and User Experience (UI/UX) Design, Javascript, Web Applications, Event-Driven Programming, Unit Testing, Application Programming Interface (API)",Web Development,"web, development",Meta,,24000.0,Free,Beginner,English,,https://www.coursera.org/professional-certificates/meta-front-end-developer,,2026-01-29T14:48:46.545719
coursera_174,Coursera,Full Stack Web Development,"Skills you'll gain: Full-Stack Web Development, Restful API, Cloud Deployment, Front-End Web Development, HTML and CSS, Data Persistence, Application Programming Interface (API), Server Side, Java Platform Enterprise Edition (J2EE), Web Applications, Secure Coding, Amazon Elastic Compute Cloud, Back-End Web Development, Spring Boot, Model View Controller, Responsive Web Design, Javascript",Web Development,"web, development",Amazon,,43000.0,Free,Beginner,English,,https://www.coursera.org/learn/fullstack-web-development,,2026-01-29T14:48:46.747772
