title,partner,rating,reviews,metadata,link,category,scraped_at,source_domain,num_ratings,duration_hours,level_enc,title_clean,popularity_score,id
Human Resources Management and GenAI,Coursera,4.7,319 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/human-resources-management-and-genai,Human Resources,2026-01-28T23:14:28.283440,coursera,319,20.0,1,human resources management and genai,27.11110868023073,139
Compose and Program Music in Python using Earsketch,Coursera,4.5,458 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/compose-program-music-in-python-using-earsketch,Music Production,2026-01-29T02:40:59.659782,coursera,458,0.0,1,compose and program music in python using earsketch,27.58072594527245,770
"Healthcare Innovation, Design, Entrepreneurship",University of Illinois Urbana-Champaign,4.8,8 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/healthcare,Entrepreneurship,2026-01-29T02:36:09.258661,coursera,8,20.0,2,healthcare innovation design entrepreneurship,10.546677971213851,419
Introduction to Archaeology: Knowing The Past,Rice University,4.8,25 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-to-knowing-the-past,History,2026-01-29T02:48:56.455394,coursera,25,5.0,1,introduction to archaeology knowing the past,15.638863382503114,622
"Psychology of Substance Use, Depressive Disorders, & Trauma",American Psychological Association,4.9,143 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/psychology-of-substance-use-depressive-disorders-and-trauma,Psychology,2026-01-29T02:47:47.909964,coursera,143,20.0,1,psychology of substance use depressive disorders  trauma,24.352085167922404,911
"DevOps, DataOps, MLOps",Duke University,4.1,214 reviews,Advanced · Course · 1 - 3 Months,https://www.coursera.org/learn/devops-dataops-mlops-duke,DevOps,2026-01-29T02:31:43.823063,coursera,214,20.0,3,devops dataops mlops,22.019615915323413,338
Palo Alto Networks Cybersecurity,Palo Alto Networks,4.6,867 reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/palo-alto-networks-cybersecurity-fundamentals,Cybersecurity,2026-01-29T02:30:27.614385,coursera,867,20.0,1,palo alto networks cybersecurity,31.12448188743761,257
Adobe Lightroom Essentials,Skillshare,4.4,9 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/adobe-lightroom-essentials,Photography,2026-01-28T23:15:07.841505,coursera,9,20.0,1,adobe lightroom essentials,10.131374409173803,208
Finance & Quantitative Modeling for Analysts,University of Pennsylvania,4.5,17K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/finance-quantitative-modeling-analysts,Finance,2026-01-28T23:13:55.643700,coursera,17000,20.0,1,finance  quantitative modeling for analysts,43.83462350176978,82
Unity Procedural Generation & Game Mechanics,EDUCBA,4.8,11 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/unity-procedural-generation-game-mechanics,Game Design,2026-01-29T02:42:57.222564,coursera,11,20.0,2,unity procedural generation  game mechanics,11.9275519189824,504
Organisational behaviour: Know your people,Macquarie University,4.8,1.5K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/organisational-behaviour-know-your-people,Human Resources,2026-01-29T02:37:48.112388,coursera,1500,20.0,1,organisational behaviour know your people,35.106656791840614,667
AI For Everyone,DeepLearning.AI,4.8,52K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/ai-for-everyone,Machine Learning,2026-01-29T02:28:28.609408,coursera,52000,5.0,1,ai for everyone,52.12328749510986,730
Fashion as Design,The Museum of Modern Art,4.8,3K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/fashion-design,Design,2026-01-28T18:47:20.703411,coursera,3000,20.0,1,fashion as design,38.43216405811376,41
Cybersecurity Architecture,IBM,4.8,183 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/cybersecurity-architecture,Cybersecurity,2026-01-28T23:12:51.947991,coursera,183,20.0,2,cybersecurity architecture,25.03169163652313,32
"Health, Safety, and Environmental (HSE) Engineering",Khalifa University,4.8,180 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/health-safety-environmental-hse-engineering,Health,2026-01-28T18:46:47.492250,coursera,180,20.0,1,health safety and environmental hse engineering,24.952785750075964,102
Technology Entrepreneurship,University of Colorado Boulder,4.4,40 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/technology-entrepreneurship,Entrepreneurship,2026-01-29T02:36:10.501673,coursera,40,20.0,1,technology entrepreneurship,16.339717093498955,423
Social Media and Digital Marketing Fundamentals,Digital Marketing Institute,4.7,399 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/social-media-digital-marketing-fundamentals,Digital Marketing,2026-01-28T23:13:38.817446,coursera,399,5.0,1,social media and digital marketing fundamentals,28.159883371407517,64
Learn Interpersonal Psychotherapy,University of Toronto,4.8,98 reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/learn-ipt,Psychology,2026-01-29T02:47:59.040847,coursera,98,20.0,0,learn interpersonal psychotherapy,22.05657528064603,920
Managing Emotions in Times of Uncertainty & Stress,Yale University,4.8,4K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/managing-emotions-uncertainty-stress,Psychology,2026-01-29T02:47:58.495593,coursera,4000,20.0,1,managing emotions in times of uncertainty  stress,39.81263812251473,918
DevOps Complete Course,Packt,4.3,23 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/packt-devops-complete-course,DevOps,2026-01-28T23:13:07.464815,coursera,23,20.0,2,devops complete course,13.665631470496166,52
Innovación y emprendimiento,Tecnológico de Monterrey,4.8,413 reviews,Advanced · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/innovacion,Entrepreneurship,2026-01-29T02:36:31.729466,coursera,413,20.0,3,innovación y emprendimiento,28.924156674361505,443
"The Modern World, Part Two: Global History since 1910",University of Virginia,4.8,1.7K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/modern-world-2,History,2026-01-28T23:17:34.170080,coursera,1700,20.0,1,the modern world part two global history since 1910,35.707063643500135,125
Certified Associate in Project Management (CAPM),Packt,4.8,65 reviews,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/packt-certified-associate-in-project-management-capm,Project Management,2026-01-29T02:32:56.937689,coursera,65,20.0,2,certified associate in project management capm,20.11034276172684,866
Hiring and Onboarding Employees with ClickUp,Coursera,4.4,497 reviews,Intermediate · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/hiring-onboarding-employees-with-clickup,Human Resources,2026-01-29T02:37:19.685542,coursera,497,0.0,2,hiring and onboarding employees with clickup,27.32664033890848,642
Introduction to Cybersecurity & Risk Management,University of California,4.7,333 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/information-security,Cybersecurity,2026-01-29T02:30:27.487797,coursera,333,20.0,1,introduction to cybersecurity  risk management,27.31236266699049,256
Managing Talent,University of Michigan,4.6,2.7K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/managing-talent,Human Resources,2026-01-29T02:37:21.281507,coursera,2700,5.0,1,managing talent,36.346335827446026,649
AI For Business,University of Pennsylvania,4.7,1.8K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/ai-for-business-wharton,Business,2026-01-28T18:45:40.246680,coursera,1800,20.0,1,ai for business,35.231657522327,9
The neuropsychology of decision making,University of Cambridge,4.2,29 reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/neuropsychology-of-decision-making,Psychology,2026-01-29T02:47:47.379479,coursera,29,20.0,0,the neuropsychology of decision making,14.285029002981052,909
 Use Canva to Create Desktop and Mobile-friendly Web Pages.,Coursera,4.5,1.5K reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/use-canva-to-create-desktop-and-mobile-friendly-webpages,Graphic Design,2026-01-29T02:39:08.463422,coursera,1500,0.0,1, use canva to create desktop and mobilefriendly web pages,32.91249074235058,557
Introduction to PicsArt for Social Media Marketing,Coursera,4.5,86 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/introduction-to-picsart-for-social-media-marketing,Photography,2026-01-29T02:40:03.845863,coursera,86,0.0,1,introduction to picsart for social media marketing,20.096586533945626,841
Anxiety and Related Disorders,American Psychological Association,4.8,212 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/anxiety-and-related-disorders,Psychology,2026-01-29T02:47:37.554609,coursera,212,20.0,1,anxiety and related disorders,25.73420239540524,904
Unreal Engine: Design & Build 3D Game Worlds for Beginners,EDUCBA,4.9,8 reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/unreal-engine-design-build-3d-game-worlds-for-beginners,Game Design,2026-01-29T02:43:18.684705,coursera,8,5.0,0,unreal engine design  build 3d game worlds for beginners,10.766400428947478,520
"HTML, CSS, and Javascript for Web Developers",Johns Hopkins University,4.7,17K reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/html-css-javascript-for-web-developers,Web Development,2026-01-29T02:29:21.227482,coursera,17000,5.0,0,html css and javascript for web developers,45.78282899073732,963
Web Development with Python,Microsoft,4.1,18 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/microsoft-web-development-with-python,Web Development,2026-01-29T02:29:21.344203,coursera,18,20.0,1,web development with python,12.072199814582405,964
Psychology in Everyday Life,American Psychological Association,4.4,26 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/psychology-in-everyday-life,Psychology,2026-01-29T02:47:26.030886,coursera,26,20.0,1,psychology in everyday life,14.50168221041905,894
Positive Psychology: Resilience Skills,University of Pennsylvania,4.9,2.3K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/positive-psychology-resilience,Psychology,2026-01-29T02:47:35.163144,coursera,2300,5.0,1,positive psychology resilience skills,37.9313855411733,895
Introduction to Cognitive Psychology and Neuropsychology,University of Cambridge,4.8,73 reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/introduction-to-cognitive-psychology-and-neuropsychology,Psychology,2026-01-28T23:17:10.319188,coursera,73,20.0,0,introduction to cognitive psychology and neuropsychology,20.659512447380017,223
Cybersecurity in modern organizations,Coursera,4.6,1.1K reviews,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/cybersecurity-in-modern-organizations,Cybersecurity,2026-01-29T02:30:43.017772,coursera,1100,20.0,2,cybersecurity in modern organizations,32.21828102892432,269
Introduction to Psychology,University of Toronto,4.9,5.4K reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/introduction-psych,Psychology,2026-01-28T23:17:10.622688,coursera,5400,20.0,0,introduction to psychology,42.11226306290517,226
Business Analysis Fundamentals,Microsoft,4.7,1K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/business-analysis-fundamentals,Business,2026-01-28T18:45:40.700279,coursera,1000,5.0,1,business analysis fundamentals,32.47114746278154,11
Graphic design: pop your Linkedin with 3D effect using Canva,Coursera,4.5,120 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/linkedin-cover-with-canva,Graphic Design,2026-01-29T02:38:31.677887,coursera,120,0.0,1,graphic design pop your linkedin with 3d effect using canva,21.581057455185334,534
Introduction to Machine Learning,Duke University,4.7,3.8K reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/machine-learning-duke,Machine Learning,2026-01-29T02:28:16.361908,coursera,3800,20.0,2,introduction to machine learning,38.74219150424948,715
Leadership in Cybersecurity Oversight,Starweaver,0.0,"Status: NewNewStatus: PreviewPreviewStarweaverLeadership in Cybersecurity OversightSkills you'll gain: Cyber Governance, Cyber Security Strategy, Cybersecurity, Strategic Leadership, Technical Communication, Cyber Risk, Strategic Communication, Stakeholder Communications, Business Leadership, Security Management, IT Management, Communication Strategies, Security Awareness, Plan Execution, Culture Transformation, Performance Metric, Business Metrics, Cross-Functional Collaboration, Employee TrainingAdvanced · Course · 1 - 3 Months",Advanced · Course · 1 - 3 Months,https://www.coursera.org/learn/leadership-in-cybersecurity-oversight,Cybersecurity,2026-01-29T02:30:43.344104,coursera,0,20.0,3,leadership in cybersecurity oversight,0.0,270
Generative AI: Accelerate your Digital Marketing Career,IBM,4.8,42 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/generative-ai--accelerate-your-digital-marketing-career,Digital Marketing,2026-01-29T02:34:23.665361,coursera,42,20.0,2,generative ai accelerate your digital marketing career,18.0537605553291,401
SAS Machine Learning Engineer,SAS,4.7,103 reviews,Advanced · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/sas-machine-learning-engineer,Machine Learning,2026-01-29T02:28:29.637610,coursera,103,20.0,3,sas machine learning engineer,21.828637225964453,734
How to Set Up a Facebook Ads Campaign,Coursera,4.7,431 reviews,Intermediate · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/how-to-set-up-a-facebook-ads-campaign,Digital Marketing,2026-01-29T02:34:12.961872,coursera,431,0.0,2,how to set up a facebook ads campaign,28.52160026474732,393
Beyond Silicon Valley: Growing Entrepreneurship in Transitioning Economies,Case Western Reserve University,4.5,128 reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/entrepreneurship-development,Entrepreneurship,2026-01-29T02:36:32.974769,coursera,128,20.0,0,beyond silicon valley growing entrepreneurship in transitioning economies,21.86915581962752,447
Mastering Final Cut Pro,LearnQuest,4.4,228 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/mastering-final-cut-pro,Video Editing,2026-01-29T02:41:51.194627,coursera,228,20.0,1,mastering final cut pro,23.908376815638658,938
Building Basic English Skills A1/A2,University of California,4.8,70 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/english-for-beginners,Language Learning,2026-01-28T23:16:53.210514,coursera,70,20.0,1,building basic english skills a1a2,20.460863409798318,157
Finance,Università di Napoli Federico II,4.4,8 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/-finance,Finance,2026-01-29T02:35:38.765526,coursera,8,20.0,2,finance,9.667788140279368,491
Strengthen Your Business Savvy,Harvard Business Review,4.8,Harvard Business ReviewStrengthen Your Business Savvy,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/strengthen-your-business-savvy,Business,2026-01-28T18:45:39.944602,coursera,0,20.0,2,strengthen your business savvy,0.0,6
Python for Everybody,University of Michigan,4.8,280K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/python,Data Science,2026-01-29T02:27:32.398960,coursera,280000,20.0,1,python for everybody,60.20423257715319,323
Fundamentals of Web Development,Illinois Tech,4.6,18 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/illinois-tech-fundamentals-of-web-development,Web Development,2026-01-29T02:29:58.698537,coursera,18,20.0,1,fundamentals of web development,13.544419304165624,998
Introduction to Agile Development and Scrum,IBM,4.9,2.7K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/agile-development-and-scrum,Project Management,2026-01-28T23:13:23.601838,coursera,2700,5.0,1,introduction to agile development and scrum,38.71674903358382,220
Music for Wellness,Berklee,4.5,332 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/music-for-wellness,Music Production,2026-01-29T02:41:09.309525,coursera,332,5.0,1,music for wellness,26.136641204912,772
AI Video Creation: A Beginner's Guide to Realistic AI Videos,Skillshare,3.3,18 reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/ai-video-creation-a-beginners-guide-to-realistic-ai-videos,Video Editing,2026-01-29T02:42:13.870097,coursera,18,5.0,0,ai video creation a beginners guide to realistic ai videos,9.716648631249251,950
Google Cloud Cybersecurity,Google Cloud,4.5,408 reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/google-cloud-cybersecurity-certificate,Cybersecurity,2026-01-29T02:30:42.593904,coursera,408,20.0,1,google cloud cybersecurity,27.06171820219261,266
Health Informatics,Johns Hopkins University,4.4,983 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/health-informatics,Health,2026-01-28T18:46:46.989282,coursera,983,20.0,1,health informatics,30.323153947029915,99
是誰在說話 -- 可愛的臺灣。（Intermediate Chinese）,National Taiwan University,4.8,201 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/learn-intermediate-chinese-mandarin,Language Learning,2026-01-29T02:46:56.568929,coursera,201,5.0,2,是誰在說話  可愛的臺灣intermediate chinese,25.479684947525783,706
Fundamentals of UI/UX Design,Microsoft,4.7,468 reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/fundamentals-of-uiux-design,Graphic Design,2026-01-29T02:38:58.726753,coursera,468,5.0,0,fundamentals of uiux design,28.907833011697512,556
"Photoshop image editing, compositing and AI",Adobe,4.2,13 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/photoshop-image-editing-compositing-and-ai,Photography,2026-01-29T02:39:30.173534,coursera,13,20.0,1,photoshop image editing compositing and ai,11.084040784384086,820
Aligning Diet and Exercise,National Academy of Sports Medicine,4.9,100 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/aligning-diet-and-exercise,Health and Fitness,2026-01-29T02:45:44.261269,coursera,100,5.0,2,aligning diet and exercise,22.614090532522173,588
The Making of Modern Ukraine,Yale University,4.8,14 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/the-making-of-modern-ukraine,History,2026-01-29T02:49:06.797972,coursera,14,5.0,1,the making of modern ukraine,12.998640965290608,630
Document Design,Adobe,4.7,"Skills you'll gain: Adobe Acrobat, Document Management, Workflow Management, Collaborative Software, Process Design, Design Reviews, File Management, Presentations, Client Services, Graphic Design, Marketing Design, Digital Design, Version Control, Branding, Constructive Feedback",Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/document-design,Graphic Design,2026-01-29T02:38:57.648078,coursera,0,5.0,0,document design,0.0,553
Exploratory Data Analysis for Machine Learning,IBM,4.6,2.5K reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/ibm-exploratory-data-analysis-for-machine-learning,Machine Learning,2026-01-29T02:28:27.268172,coursera,2500,20.0,2,exploratory data analysis for machine learning,35.992451282037045,724
"Personal Journeys: Identity, Motivation, and Resilience",University of Colorado System,4.4,8 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/identity-motivation-resilience,Personal Development,2026-01-29T02:44:32.798883,coursera,8,20.0,1,personal journeys identity motivation and resilience,9.667788140279368,809
Introduction to Cybersecurity Essentials,IBM,4.8,1.2K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-to-cybersecurity-essentials,Cybersecurity,2026-01-28T23:12:51.144920,coursera,1200,5.0,1,introduction to cybersecurity essentials,34.03636714598392,25
Career Discovery,Kennesaw State University,4.6,1.7K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/career-discovery,Human Resources,2026-01-29T02:37:47.312006,coursera,1700,20.0,1,career discovery,34.21926932502096,663
Finance for Non-Financial Professionals,University of California,4.6,4.6K reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/finance-for-non-finance-managers,Finance,2026-01-29T02:35:17.085180,coursera,4600,5.0,0,finance for nonfinancial professionals,38.79653317071515,473
The Art of Music Production,Berklee,4.8,2.1K reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/producing-music,Music Production,2026-01-28T23:15:24.157844,coursera,2100,5.0,2,the art of music production,36.720809764056,182
Build Dynamic User Interfaces (UI) for Websites,Google,4.8,"Skills you'll gain: Responsive Web Design, Web Design, User Experience Design, Design Reviews, Wireframing, Usability Testing, User Research, User Interface (UI) Design, Prototyping, User Flows, Figma (Design Software), Information Architecture",Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/responsive-web-design-adobe-xd,Graphic Design,2026-01-29T02:38:56.691538,coursera,0,5.0,1,build dynamic user interfaces ui for websites,0.0,551
The Language of Design: Form and Meaning,California Institute of the Arts,4.6,"Skills you'll gain: Design Reviews, Design, Graphic Design, Design Elements And Principles, Visual Design, Peer Review, Typography, Design Thinking",Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/design-language,Graphic Design,2026-01-29T02:38:33.370494,coursera,0,20.0,1,the language of design form and meaning,0.0,541
"Machine Learning with Scikit-learn, PyTorch & Hugging Face",Coursera,4.5,19 reviews,Intermediate · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/machine-learning-scikit-learn-pytorch-hugging-face,Machine Learning,2026-01-29T02:28:06.287386,coursera,19,20.0,2,machine learning with scikitlearn pytorch  hugging face,13.48079523099296,712
Homeland Security and Cybersecurity,University of Colorado System,4.7,631 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/homeland-security-cybersecurity,Cybersecurity,2026-01-29T02:30:53.656079,coursera,631,20.0,1,homeland security and cybersecurity,30.309780152490237,277
Introduction to Digital Marketing,IBM,4.8,65 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-to-digital-marketing,Digital Marketing,2026-01-29T02:34:00.878791,coursera,65,5.0,1,introduction to digital marketing,20.11034276172684,380
Developing Machine Learning Solutions,Amazon Web Services,4.5,103 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/developing-machine-learning-solutions,Machine Learning,2026-01-29T02:28:17.028944,coursera,103,5.0,1,developing machine learning solutions,20.89975904613617,719
Legal Contracts and Agreements for Entrepreneurs,University of Maryland,4.8,130 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/legal-contracts-and-agreements-for-entrepreneurs,Entrepreneurship,2026-01-29T02:36:33.093360,coursera,130,20.0,1,legal contracts and agreements for entrepreneurs,23.400947151365525,448
Introduction to Typography,California Institute of the Arts,4.8,5.8K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/typography,Graphic Design,2026-01-29T02:38:31.939476,coursera,5800,5.0,1,introduction to typography,41.5957708582371,535
Leading: Human Resource Management and Leadership,Macquarie University,4.8,4K reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/hr-management-leadership,Human Resources,2026-01-29T02:37:19.229803,coursera,4000,20.0,2,leading human resource management and leadership,39.81263812251473,641
Foundations of Finance,University of Cambridge,4.7,38 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/foundationsfinance,Finance,2026-01-28T23:13:55.053340,coursera,38,20.0,1,foundations of finance,17.21873973680934,77
The Power of Statistics,Google,4.8,870 reviews,Advanced · Course · 1 - 3 Months,https://www.coursera.org/learn/the-power-of-statistics,Data Science,2026-01-29T02:27:34.601028,coursera,870,20.0,3,the power of statistics,32.494281488892014,333
Fundamentals of Graphic Design,California Institute of the Arts,4.8,18K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/fundamentals-of-graphic-design,Graphic Design,2026-01-28T23:14:49.166619,coursera,18000,20.0,1,fundamentals of graphic design,47.03127643627538,42
CompTIA Cybersecurity Analyst (CySA+) CS0-003,Pearson,4.5,15 reviews,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/pearson-comptia-cybersecurity-analyst-cysa-cs0-003,Cybersecurity,2026-01-29T02:30:43.571019,coursera,15,20.0,2,comptia cybersecurity analyst cysa cs0003,12.476649250079015,272
Building a Business Presence With Facebook Marketing,Coursera,4.6,1.3K reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/facebook-marketing,Digital Marketing,2026-01-29T02:34:14.128456,coursera,1300,0.0,1,building a business presence with facebook marketing,32.98608700115752,398
Create a Project Management Tracker using Google Sheets,Coursera,4.6,291 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/create-a-project-management-tracker-using-google-sheets,Project Management,2026-01-29T02:32:55.034214,coursera,291,0.0,1,create a project management tracker using google sheets,26.11306749043409,858
Renewable Energy and Green Building Entrepreneurship,Duke University,4.7,2.9K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/renewable-energy-entrepreneurship,Entrepreneurship,2026-01-29T02:36:08.549558,coursera,2900,20.0,1,renewable energy and green building entrepreneurship,37.4722106853706,416
The History of Rocket Science,University of Michigan,4.9,24 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/history-of-rocket-science,History,2026-01-29T02:49:06.668507,coursera,24,5.0,1,the history of rocket science,15.772491541854183,629
A Crash Course in Data Science,Johns Hopkins University,4.5,8.4K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/data-science-course,Data Science,2026-01-29T02:27:21.029195,coursera,8400,5.0,1,a crash course in data science,40.66247711414181,312
Visual Development and Audio Design in Games,Epic Games,3.4,30 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/game-visual-development-and-audio-design,Game Design,2026-01-29T02:43:19.252851,coursera,30,20.0,1,visual development and audio design in games,11.675556495249497,522
"Cameras, Exposure, and Photography",Michigan State University,4.8,5.3K reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/exposure-photography,Photography,2026-01-28T23:15:07.060615,coursera,5300,5.0,0,cameras exposure and photography,41.16312365274147,202
Data Science Methodology,IBM,4.6,21K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/data-science-methodology,Data Science,2026-01-29T02:27:22.965517,coursera,21000,5.0,1,data science methodology,45.78069653924936,319
Linear Algebra for Machine Learning and Data Science,DeepLearning.AI,4.6,2.3K reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/machine-learning-linear-algebra,Data Science,2026-01-29T02:27:32.521816,coursera,2300,5.0,2,linear algebra for machine learning and data science,35.60905581416268,324
Increase Engagement to your Instagram Business Profile ,Coursera,0.0,372 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/increase-engagement-instagram-business-profile,Digital Marketing,2026-01-29T02:34:02.438593,coursera,372,0.0,1,increase engagement to your instagram business profile ,0.0,387
The Neuroscience of Personal Excellence,University of Colorado Boulder,4.8,79 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/the-neuroscience-of-personal-excellence,Personal Development,2026-01-28T23:16:18.004152,coursera,79,20.0,1,the neuroscience of personal excellence,21.03372784643463,197
Entrepreneurship: Growing Your Business,University of Virginia,4.8,7.8K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/entrepreneurship-growing-your-business,Entrepreneurship,2026-01-29T02:36:09.648881,coursera,7800,20.0,1,entrepreneurship growing your business,43.0176346060239,420
A Bridge to the World: Korean Language for Advanced Ⅰ,Sungkyunkwan University,4.9,131 reviews,Advanced · Course · 1 - 3 Months,https://www.coursera.org/learn/korean-advanced1,Language Learning,2026-01-29T02:46:43.234443,coursera,131,20.0,3,a bridge to the world korean language for advanced ⅰ,23.925729420673218,690
"Foundations: Data, Data, Everywhere",Google,4.8,121K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/foundations-data,Data Science,2026-01-29T02:27:32.283704,coursera,121000,5.0,1,foundations data data everywhere,56.17705962723618,322
Generative AI for Human Resources (HR) Professionals,IBM,4.7,11K reviews,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/generative-ai-for-human-resources,Human Resources,2026-01-28T23:14:28.171130,coursera,11000,20.0,2,generative ai for human resources hr professionals,43.73698484667535,138
Getting Started With Music Theory,Michigan State University,4.5,758 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/music-theory,Music Production,2026-01-29T02:40:58.292142,coursera,758,5.0,1,getting started with music theory,29.844007998280336,763
