title,partner,rating,reviews,metadata,link,category,scraped_at,source_domain,num_ratings,duration_hours,level_enc,title_clean,popularity_score,id
Web Development Fundamentals,Microsoft,3.5,6 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/web-development-fundamentals,Web Development,2026-01-29T02:29:21.456807,coursera,6,20.0,1,web development fundamentals,6.810685521693596,965
Applied Machine Learning in Python,University of Michigan,4.6,8.8K reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/python-machine-learning,Machine Learning,2026-01-29T02:28:16.479620,coursera,8800,5.0,2,applied machine learning in python,41.78005489971953,716
Science of Fat Metabolism,National Academy of Sports Medicine,4.6,70 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/science-of-fat-metabolism,Health and Fitness,2026-01-29T02:45:43.558575,coursera,70,5.0,2,science of fat metabolism,19.60832743439005,584
DaVinci Resolve 19 Masterclass: Video Editing Basics,Skillshare,4.2,21 reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/davinci-resolve-19-masterclass-video-editing-basics,Video Editing,2026-01-29T02:41:49.882984,coursera,21,20.0,0,davinci resolve 19 masterclass video editing basics,12.982378304104929,933
Introduction to Marketing,University of Pennsylvania,4.8,13K reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/wharton-marketing,Marketing,2026-01-28T18:47:34.911537,coursera,13000,20.0,0,introduction to marketing,45.469351471498406,171
"End-to-End Web Development: UI, Databases, APIs",Board Infinity,0.0,6 reviews,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/end-to-end-web-development,Web Development,2026-01-29T02:29:45.829654,coursera,6,20.0,2,endtoend web development ui databases apis,0.0,987
Adobe Marketing Specialist,Adobe,4.7,2.7K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/adobe-marketing-specialist,Digital Marketing,2026-01-29T02:34:12.565512,coursera,2700,20.0,1,adobe marketing specialist,37.136473562825294,392
Introduction to Data Science,IBM,4.6,102K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/introduction-data-science,Data Science,2026-01-29T02:26:57.414262,coursera,102000,20.0,1,introduction to data science,53.05059432224362,292
Entrepreneurship II: Preparing for Launch,University of Illinois Urbana-Champaign,4.8,764 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/entrepreneurship-2,Entrepreneurship,2026-01-29T02:36:21.049396,coursera,764,5.0,1,entrepreneurship ii preparing for launch,31.87140400236737,433
Information Technology Fundamentals for Everyone,Illinois Tech,4.6,81 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/iit-information-technology-and-management,Information Technology,2026-01-28T18:46:11.810274,coursera,81,20.0,1,information technology fundamentals for everyone,20.270908537415565,147
IBM Full Stack Software Developer,IBM,4.6,59K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/ibm-full-stack-cloud-developer,Web Development,2026-01-28T23:12:36.068815,coursera,59000,20.0,1,ibm full stack software developer,50.53242449072511,248
Pixel Art for Video Games,Michigan State University,4.5,273 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/pixel-art-video-games,Game Design,2026-01-29T02:43:06.562987,coursera,273,20.0,1,pixel art for video games,25.25907647874632,507
Innovation & Entrepreneurship - From Basics to Open Innovation,28DIGITAL,4.6,328 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/open-innovation-entrepreneurship,Entrepreneurship,2026-01-29T02:36:20.581201,coursera,328,20.0,2,innovation  entrepreneurship  from basics to open innovation,26.66186565352071,431
Basic English Skills: Health & Wellness,University of California,4.8,23 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/basic-english-health,Language Learning,2026-01-29T02:46:55.725947,coursera,23,5.0,1,basic english skills health  wellness,15.25465838567014,703
HRCI Human Resource Associate,HRCI,4.8,3.1K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/hrci-human-resource-associate,Human Resources,2026-01-28T23:14:27.280164,coursera,3100,20.0,1,hrci human resource associate,38.58950361168216,130
Project Management: Gestiona tu proyecto y equipo con Canva,Coursera,4.8,247 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/gestion-proyectos,Project Management,2026-01-29T02:33:22.622447,coursera,247,0.0,1,project management gestiona tu proyecto y equipo con canva,26.46445798159192,888
Brand Marketing and SEO Tools using Wix,Coursera,4.6,375 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/brand-marketing-seo-tools-using-wix,Digital Marketing,2026-01-29T02:34:02.341013,coursera,375,0.0,1,brand marketing and seo tools using wix,27.276110059593517,386
Basic English Skills: Travel ,University of California,4.8,32 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/basic-english-skills-travel,Language Learning,2026-01-29T02:46:44.685811,coursera,32,5.0,1,basic english skills travel ,16.783236295039103,696
English Pre Advanced B2.2,Università di Napoli Federico II,2.2,13 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/english-pre-advanced-b2-2,Language Learning,2026-01-29T02:46:55.356345,coursera,13,20.0,2,english pre advanced b22,5.805926125153569,702
Graphic Design,California Institute of the Arts,4.7,22K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/graphic-design,Graphic Design,2026-01-28T23:14:48.851454,coursera,22000,20.0,1,graphic design,46.99456297350854,34
Meta Social Media Marketing,Meta,4.8,23K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/facebook-social-media-marketing,Digital Marketing,2026-01-28T23:13:38.659416,coursera,23000,20.0,1,meta social media marketing,48.207806266689616,62
Entrepreneurship Strategy: From Ideation to Exit,HEC Paris,4.7,1.2K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/entrepreneurship-strategy,Entrepreneurship,2026-01-28T23:14:11.305654,coursera,1200,5.0,1,entrepreneurship strategy from ideation to exit,33.32727616377593,71
Introduction to DevOps and Git for Beginners,Simplilearn,0.0,"Status: PreviewPreviewSimplilearnIntroduction to DevOps and Git for BeginnersSkills you'll gain: Git (Version Control System), DevOps, Version Control, Software Development, Development Environment, Software Development Tools, Command-Line InterfaceBeginner · Course · 1 - 4 Weeks",Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-to-devops-and-git,DevOps,2026-01-29T02:32:10.749033,coursera,0,5.0,1,introduction to devops and git for beginners,0.0,366
Marketing Strategy,Illinois Tech,4.8,133 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/illinois-tech-marketing-strategy,Marketing,2026-01-28T18:47:35.788054,coursera,133,20.0,1,marketing strategy,23.50963103976437,178
"Ukraine: History, Culture and Identities",University of Washington,4.7,333 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/ukraine-history-culture-and-identities,History,2026-01-29T02:48:42.766160,coursera,333,5.0,1,ukraine history culture and identities,27.31236266699049,605
Mastering GitHub for Developers and DevOps,Packt,4.5,28 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/packt-mastering-github-for-developers-and-devops,DevOps,2026-01-29T02:31:46.102687,coursera,28,20.0,2,mastering github for developers and devops,15.152831234939134,349
English Upper Intermediate B2.1,Università di Napoli Federico II,2.1,80 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/english-upper-intermediate-b2-1,Language Learning,2026-01-29T02:46:55.106264,coursera,80,20.0,2,english upper intermediate b21,9.228343224812123,700
Creating Change through Social Entrepreneurship,Yale University,4.9,174 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/creating-change-through-social-entrepreneurship,Entrepreneurship,2026-01-29T02:36:08.329958,coursera,174,20.0,1,creating change through social entrepreneurship,25.307451272225222,414
Attract and Engage Customers with Digital Marketing,Google,4.8,7.7K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/attract-and-engage-customers,Digital Marketing,2026-01-28T23:13:38.095362,coursera,7700,5.0,1,attract and engage customers with digital marketing,42.9557062537884,58
Google Project Management,Google,4.8,140K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/google-project-management,Project Management,2026-01-28T23:13:22.764148,coursera,140000,20.0,1,google project management,56.87714325323075,212
English Language Skills A1-A2 CEFR: Beginner,Voxy,4.4,62 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/english-a1-a2-beginner,Language Learning,2026-01-29T02:46:19.096212,coursera,62,20.0,1,english language skills a1a2 cefr beginner,18.229792796122744,673
Qualitative Research Methods in Psychology,American Psychological Association,4.7,80 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/qualitativeresearchmethodsinpsychology,Psychology,2026-01-29T02:47:46.868452,coursera,80,20.0,1,qualitative research methods in psychology,20.653911026960465,906
Put It to Work: Prepare for Cybersecurity Jobs,Google,4.8,6.2K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/prepare-for-cybersecurity-jobs,Cybersecurity,2026-01-29T02:30:28.235762,coursera,6200,20.0,1,put it to work prepare for cybersecurity jobs,41.915836072079415,260
Character Design for Video Games,California Institute of the Arts,4.7,1K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/game-character-design,Game Design,2026-01-29T02:42:56.449541,coursera,1000,5.0,1,character design for video games,32.47114746278154,502
Learn Mandarin Chinese: Intermediate,Shanghai Jiao Tong University,4.6,152 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/learn-mandarin-chinese-intermediate,Language Learning,2026-01-29T02:46:44.565634,coursera,152,20.0,2,learn mandarin chinese intermediate,23.1400144384052,695
Logo Design: From Concept to Client-Approved Work,Skillshare,4.4,10 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/logodesign-fromconcepttoclient-approvedwork,Graphic Design,2026-01-29T02:38:33.482567,coursera,10,20.0,1,logo design from concept to clientapproved work,10.550739200312831,542
The Foundation of Video Editing,University of Colorado Boulder,4.1,9 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/the-foundation-of-video-editing,Video Editing,2026-01-29T02:41:49.602286,coursera,9,5.0,1,the foundation of video editing,9.440598881275587,932
Éxito Profesional,University of California,4.7,9.3K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/exito-profesional,Personal Development,2026-01-29T02:44:34.013755,coursera,9300,20.0,1,éxito profesional,42.9480228411396,815
Miracles of Human Language: An Introduction to Linguistics,Universiteit Leiden,4.7,2.5K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/human-language,Language Learning,2026-01-29T02:46:42.435949,coursera,2500,20.0,1,miracles of human language an introduction to linguistics,36.77489587512481,686
Investment Management with Python and Machine Learning,EDHEC Business School,4.6,1.8K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/investment-management-python-machine-learning,Machine Learning,2026-01-29T02:28:51.215493,coursera,1800,20.0,1,investment management with python and machine learning,34.48204778780939,745
3D Reconstruction - Single Viewpoint ,Columbia University,0.0,40 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/3d-reconstruction---single-viewpoint,Photography,2026-01-29T02:40:05.626681,coursera,40,20.0,1,3d reconstruction  single viewpoint ,0.0,849
Unreal Engine Game World & Environment Design,EDUCBA,4.7,9 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/unreal-engine-game-world-environment-design,Game Design,2026-01-28T23:16:00.672868,coursera,9,20.0,1,unreal engine game world  environment design,10.822149937072016,91
The Science of Well-Being,Yale University,4.9,40K reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/the-science-of-well-being,Personal Development,2026-01-28T23:16:17.440105,coursera,40000,20.0,0,the science of wellbeing,51.923632690639536,192
Foundations of AI and Machine Learning,Microsoft,4.6,237 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/foundations-of-ai-and-machine-learning,Machine Learning,2026-01-29T02:28:40.458420,coursera,237,20.0,2,foundations of ai and machine learning,25.172445098888783,739
Meta Web Development Fundamentals,Meta,4.7,17K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/meta-web-development-fundamentals,Web Development,2026-01-29T02:29:23.380756,coursera,17000,20.0,1,meta web development fundamentals,45.78282899073732,972
Marketing in a Digital World,University of Illinois Urbana-Champaign,4.7,17K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/marketing-digital,Digital Marketing,2026-01-29T02:34:25.639353,coursera,17000,5.0,1,marketing in a digital world,45.78282899073732,409
Science of Diet and Exercise,National Academy of Sports Medicine,4.6,264 reviews,Intermediate · Specialization · 1 - 4 Weeks,https://www.coursera.org/specializations/nasm-science-of-diet-and-exercise,Health and Fitness,2026-01-28T23:16:33.675334,coursera,264,5.0,2,science of diet and exercise,25.66675719953662,111
Positive Psychology: Martin E. P. Seligman’s Visionary Science,University of Pennsylvania,4.9,6.4K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/positive-psychology-visionary-science,Psychology,2026-01-29T02:47:25.879886,coursera,6400,5.0,1,positive psychology martin e p seligmans visionary science,42.944626584995824,893
Design-Led Strategy: Design thinking for business strategy and entrepreneurship,The University of Sydney,4.6,1.3K reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/design-strategy,Entrepreneurship,2026-01-29T02:36:32.434635,coursera,1300,20.0,2,designled strategy design thinking for business strategy and entrepreneurship,32.98608700115752,446
Google Cybersecurity,Google,4.8,63K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/google-cybersecurity,Cybersecurity,2026-01-28T23:12:51.229140,coursera,63000,20.0,1,google cybersecurity,53.04434821566512,26
Hiring Practices,University of California,4.7,179 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/hiring-practices,Human Resources,2026-01-29T02:37:46.799294,coursera,179,5.0,1,hiring practices,24.40689719918399,660
Positive Psychology ,The University of North Carolina at Chapel Hill,4.7,6K reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/positive-psychology,Psychology,2026-01-29T02:47:36.765033,coursera,6000,20.0,0,positive psychology ,40.88850258465072,902
"Songwriting: Writing, Arranging, and Producing Music",Berklee,4.8,2.1K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/songwriting,Music Production,2026-01-28T23:15:24.559353,coursera,2100,20.0,1,songwriting writing arranging and producing music,36.720809764056,186
Monitoring and Observability for Development and DevOps,IBM,4.6,98 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/monitoring-and-observability-for-development-and-devops,DevOps,2026-01-29T02:31:44.688365,coursera,98,20.0,2,monitoring and observability for development and devops,21.137551310619116,342
Xbox Graphic Designer,Xbox,4.5,78 reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/xbox-graphic-designer,Graphic Design,2026-01-28T23:14:49.749156,coursera,78,20.0,1,xbox graphic designer,19.662515336101595,96
"Fundamentals of Management, with Goldman Sachs 10,000 Women",Goldman Sachs,4.7,607 reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/10k-women-8,Human Resources,2026-01-29T02:37:34.548123,coursera,607,5.0,0,fundamentals of management with goldman sachs 10000 women,30.12782194524099,650
Developing Your Musicianship,Berklee,4.8,1.6K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/musicianship-specialization,Music Production,2026-01-29T02:40:35.690732,coursera,1600,20.0,1,developing your musicianship,35.41624182238423,746
The Manager's Toolkit: A Practical Guide to Managing People at Work,University of London,4.7,4.3K reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/people-management,Human Resources,2026-01-29T02:37:49.061890,coursera,4300,20.0,0,the managers toolkit a practical guide to managing people at work,39.32303331408356,668
Introduction to Business,University of California,4.7,758 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/business-introduction,Business,2026-01-28T18:45:39.194797,coursera,758,20.0,1,introduction to business,31.170408353759463,0
Business and Marketing Strategies,University of London,4.5,498 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/uol-business-and-marketing-strategies,Marketing,2026-01-28T18:47:34.993208,coursera,498,20.0,1,business and marketing strategies,27.956727430881838,172
Ready to Roll – The Video Production Process,University of Colorado Boulder,4.8,33 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/ready-to-roll-the-video-production-process,Photography,2026-01-29T02:40:17.357411,coursera,33,20.0,1,ready to roll  the video production process,16.926530518157573,854
Social Media Marketing in Practice,Digital Marketing Institute,4.5,611 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/social-media-marketing-practice,Marketing,2026-01-28T18:47:35.604497,coursera,611,20.0,1,social media marketing in practice,28.87529527130547,176
Statistical Modeling for Data Science Applications,University of Colorado Boulder,4.2,55 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/statistical-modeling-for-data-science-applications,Data Science,2026-01-29T02:27:43.959349,coursera,55,20.0,2,statistical modeling for data science applications,16.906477101087628,335
Today’s Music Industry,West Virginia University,4.7,126 reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/music-industry,Music Production,2026-01-29T02:41:09.818887,coursera,126,20.0,0,todays music industry,22.76767930635538,774
Fundamentals of Project Planning and Management,University of Virginia,4.7,10K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/uva-darden-projects101,Project Management,2026-01-29T02:33:09.293214,coursera,10000,5.0,1,fundamentals of project planning and management,43.289069724789634,874
CVS Health Call Center Customer Service,CVS Health,4.7,497 reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/cvshealth-call-center-customer-service,Health,2026-01-28T18:46:48.390220,coursera,497,20.0,1,cvs health call center customer service,29.18982036201587,107
Mathematical Foundations for Data Science and Analytics,University of Pittsburgh,4.1,7 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/mathematical-foundations-for-data-science-and-analysis,Data Science,2026-01-29T02:27:20.876608,coursera,7,20.0,1,mathematical foundations for data science and analytics,8.525710320887326,311
Fundamentals of Music Theory,The University of Edinburgh,4.5,1.9K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/edinburgh-music-theory,Music Production,2026-01-29T02:40:47.379373,coursera,1900,20.0,1,fundamentals of music theory,33.97560904119793,756
Storytelling and Pro-Level Editing for YouTube Success,Skillshare,4.2,9 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/storytelling-and-pro-level-editing-for-youtube-success,Video Editing,2026-01-29T02:42:03.065909,coursera,9,20.0,1,storytelling and prolevel editing for youtube success,9.670857390574993,943
Image Editing,Adobe,4.6,196 reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/image-editing,Photography,2026-01-29T02:39:42.359764,coursera,196,5.0,0,image editing,24.302737152194744,826
Game Development with GameMaker,University of Colorado System,4.9,10 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/game-development-gamemaker,Game Design,2026-01-29T02:43:19.765505,coursera,10,20.0,1,game development with gamemaker,11.749686836712018,524
Microsoft Project Management: Build Job-Ready Skills,Microsoft,4.7,730 reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/microsoft-project-management,Project Management,2026-01-29T02:32:54.917575,coursera,730,20.0,1,microsoft project management build jobready skills,30.99374326082396,857
The Bilingual Brain,University of Houston,4.6,718 reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/bilingual,Language Learning,2026-01-29T02:46:42.914503,coursera,718,20.0,0,the bilingual brain,30.25816224551681,688
Machine Learning Basics,Sungkyunkwan University,4.4,91 reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/machine-learning-basics,Machine Learning,2026-01-29T02:28:41.976532,coursera,91,5.0,0,machine learning basics,19.89586973901578,743
Support Individual Growth and Development,Google,4.9,40 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/google-support-individual-growth-and-development,Personal Development,2026-01-29T02:44:04.845696,coursera,40,5.0,1,support individual growth and development,18.19650312685111,794
Customer Understanding and Digital Marketing Channels,Unilever,4.7,241 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/customer-understanding-and-digital-marketing-channels,Digital Marketing,2026-01-29T02:34:24.535293,coursera,241,5.0,1,customer understanding and digital marketing channels,25.798007312936427,405
Managing Employee Performance,University of Minnesota,4.7,2.8K reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/employee-performance,Human Resources,2026-01-29T02:37:36.501068,coursera,2800,5.0,0,managing employee performance,37.30733934372251,656
Cybersecurity Operations Fundamentals,Cisco Learning and Certifications,4.8,1.2K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/cbrops,Cybersecurity,2026-01-28T23:12:51.406379,coursera,1200,20.0,1,cybersecurity operations fundamentals,34.03636714598392,27
Music Business,Berklee,4.8,3.4K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/music-business,Music Production,2026-01-29T02:40:46.871882,coursera,3400,20.0,1,music business,39.032758968034535,754
Multimedia Content Creation,Adobe,4.7,122 reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/multimedia-content-creation,Video Editing,2026-01-29T02:41:41.723752,coursera,122,5.0,0,multimedia content creation,22.61726647025036,929
Digital Marketing,University of Illinois Urbana-Champaign,4.7,23K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/digital-marketing,Digital Marketing,2026-01-28T23:13:38.733396,coursera,23000,20.0,1,digital marketing,47.20347696946692,63
Financial Markets,Yale University,4.8,32K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/financial-markets-global,Finance,2026-01-28T23:13:54.818975,coursera,32000,20.0,1,financial markets,49.79290767020924,75
Corporate Entrepreneurship,Tecnológico de Monterrey,4.9,10 reviews,Advanced · Course · 1 - 4 Weeks,https://www.coursera.org/learn/corporate-entrepreneurship,Entrepreneurship,2026-01-29T02:36:21.445904,coursera,10,5.0,3,corporate entrepreneurship,11.749686836712018,434
NASM Personal Fitness Trainer Exam Preparation,National Academy of Sports Medicine,4.4,32 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/nasm-personal-training-exam-preparation,Health and Fitness,2026-01-29T02:45:34.236199,coursera,32,5.0,1,nasm personal fitness trainer exam preparation,15.384633270452516,583
Microsoft Azure Machine Learning,Microsoft,4.4,284 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/microsoft-azure-machine-learning,Machine Learning,2026-01-29T02:28:27.497195,coursera,284,5.0,1,microsoft azure machine learning,24.870952393182066,726
School Health for Children and Adolescents,University of Colorado System,4.8,3.4K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/school-health-for-children-and-adolescents,Health and Fitness,2026-01-29T02:45:33.481727,coursera,3400,20.0,1,school health for children and adolescents,39.032758968034535,580
Biohacking Your Brain's Health,Emory University,4.7,1.4K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/biohacking-your-brains-health,Health and Fitness,2026-01-29T02:45:19.595874,coursera,1400,5.0,1,biohacking your brains health,34.051225267783934,561
The DIY Musician,Berklee,4.7,3.6K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/diy-musician,Music Production,2026-01-29T02:40:35.821940,coursera,3600,20.0,1,the diy musician,38.48814425914972,747
Unity: Design & Develop a Tower Defense Game,EDUCBA,4.8,11 reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/unity-design-develop-tower-defense-game,Game Design,2026-01-29T02:42:57.339784,coursera,11,5.0,0,unity design  develop a tower defense game,11.9275519189824,505
Lesson | Express Yourself: Pronunciation,Georgia Institute of Technology,4.6,448 reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/lesson-express-yourself-pronunciation,Language Learning,2026-01-29T02:46:43.119994,coursera,448,5.0,0,lesson  express yourself pronunciation,28.09230528361437,689
"Cybersecurity Planning, Management, and Compliance",Microsoft,4.9,10 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/cybersecurity-planning-management-compliance,Cybersecurity,2026-01-29T02:31:07.759634,coursera,10,5.0,1,cybersecurity planning management and compliance,11.749686836712018,288
Resilience for Everyone,Arizona State University,4.5,146 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/resilience-for-everyone,Personal Development,2026-01-29T02:43:50.049630,coursera,146,20.0,1,resilience for everyone,22.456946640504317,783
Software Design and Architecture,University of Alberta,4.6,4K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/software-design-architecture,Graphic Design,2026-01-29T02:38:46.007091,coursera,4000,20.0,1,software design and architecture,38.15377820074328,547
The Nuts and Bolts of Machine Learning,Google,4.8,597 reviews,Advanced · Course · 1 - 3 Months,https://www.coursera.org/learn/the-nuts-and-bolts-of-machine-learning,Machine Learning,2026-01-28T23:12:21.133902,coursera,597,20.0,3,the nuts and bolts of machine learning,30.68923561896303,168
Planning a Digital Marketing Strategy,Digital Marketing Institute,4.6,10 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/planning-digital-marketing-strategy,Digital Marketing,2026-01-29T02:34:13.086129,coursera,10,20.0,1,planning a digital marketing strategy,11.030318254872505,394
Entrepreneurship: Launching an Innovative Business,University of Maryland,4.6,2.3K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/business-entrepreneurship,Entrepreneurship,2026-01-28T23:14:10.645315,coursera,2300,20.0,1,entrepreneurship launching an innovative business,35.60905581416268,66
"Professional development: Improve yourself, always",Macquarie University,4.8,901 reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/professional-development-improve-yourself,Personal Development,2026-01-29T02:43:49.924307,coursera,901,20.0,0,professional development improve yourself always,32.662149696300595,782
Digital Signal Processing,École Polytechnique Fédérale de Lausanne,4.5,799 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/digital-signal-processing,Music Production,2026-01-29T02:40:46.367048,coursera,799,20.0,2,digital signal processing,30.080752774505672,752
Getting Started with AWS DevOps,Whizlabs,4.1,15 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/getting-started-with-aws-devops,DevOps,2026-01-29T02:32:10.067110,coursera,15,5.0,2,getting started with aws devops,11.3676137611831,362
GPT Vision: Seeing the World through Generative AI,Vanderbilt University,4.8,222 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/gpt-vision,Photography,2026-01-29T02:39:53.698891,coursera,222,5.0,1,gpt vision seeing the world through generative ai,25.95442450300857,836
Introduction to Game Design,California Institute of the Arts,4.7,2.9K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/game-design,Game Design,2026-01-28T23:16:00.006955,coursera,2900,5.0,1,introduction to game design,37.4722106853706,86
IBM AI Engineering,IBM,4.6,22K reviews,Intermediate · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/ai-engineer,Machine Learning,2026-01-29T02:28:16.589779,coursera,22000,20.0,2,ibm ai engineering,45.99467865492325,717
English Language Skills A2-B1 CEFR: Low-Intermediate,Voxy,4.6,569 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/english-a2-b1-low-intermediate,Language Learning,2026-01-29T02:46:43.755257,coursera,569,20.0,2,english language skills a2b1 cefr lowintermediate,29.18992725981154,692
